TextTweet,Compound Score,Sentiments
Dizzy from assignments to finish writing papers,-0.2263,Negatif
"Hello, Duren Palm sub-district house, please help fill out the thesis questionnaire, don't need respondents regarding managing household waste, dm, thank you",0.5719,Positif
domicile or not guys,0.0,Netral
"guys, how do you really need respondents to really reach the criteria, how come guys, I've thought about filling in the criteria, it doesn't match cont",0.101,Positif
block the material please let the sender do it find a solution thank you,0.4939,Positif
Doing double folio sheet handwritten assignments until the public stays up all night and then orders word forms,0.0,Netral
"guysss children of fashion design, fashion design, please sender",0.3182,Positif
guys gasihh overthinking the contents of the proposal after seeing people's proposal huhuhu pgn rich I'm swaying my own proposal I'm afraid to slaughter sm lecturers when they spray test,0.5574,Positif
cool guys,0.3182,Positif
wait yeah,0.296,Positif
follow the requirements,0.0,Netral
guys,0.0,Netral
open follback terms rt tweet follow skola & drop proof follow good luck,0.5859,Positif
are you ready yet?,0.3612,Positif
please turn on the notification,0.3182,Positif
kakk,0.0,Netral
Ask the admin of the journal if you publish the article there,0.0,Netral
"Helping fill out the questionnaire really needs the criteria for women of active age playing social media. Reps are available. The rewards are good too, btw barter too",0.8934,Positif
"guys, the thesis fell in heart broken heart",0.743,Positif
"according to the criteria, help fill out the questionnaire, task reply sender, give the link, thanks bunch",0.6808,Positif
"I've got to confide in my sister, I'm high school, I'm already graduating, I'm going to college, and then I'll be honest, I thought I was joking when I was serious, I was afraid if I just left, really what should I do",0.5994,Positif
"How do I look for Sinta's journal, I've been looking for it using a filter using the topic, I'm looking for it, then I see the YouTube tutorial, but I still find it",0.0,Netral
"Geis, I need help listening to the podcast app, Spoti, I need listeners, dm",0.4019,Positif
"guys, have you passed the graduation or not, please fill out the questionnaire, pleaseee",-0.2411,Negatif
"Hello, sis, slinging nutritional techniques, acquaintances, dm, leaving traces, don't ask, hihi",0.0,Netral
"Yesterday, I did research on preparing a chapter, but I've been idle for weeks with a chapter on how to wake up ambitious",0.631,Positif
"Hello, please help fill out my questionnaire. I need assignment. Of course, age, Twitter slang, if you're interested, tap dm",0.7717,Positif
"Guys, I'm asking to turn over university credit, open student credit transfer, I'm sure you'll be asked, thanks",0.8555,Positif
I think there are many campuses outside Medan,0.0,Netral
"I took care of my department files, I was scolded because I knew the conditions for asking seniors to find info. I knew my intentions so that I could be close to seniors there. I just needed it quickly, but my campus in Medan already knows people who talk rudely, cont.",-0.4939,Negatif
"I thought my campus was an employee of the Birek FK department of bitchy people, complicated behavior even more killer lecturers. I was new to taking care of active letters. My intention was to ask for the conditions because I wrote about cont.",-0.4576,Negatif
"hello, please like the task of the sender rep, the sender will come, dm barter, feel free, thank you",0.8625,Positif
"the age of the sender, help fill out the questionnaire, full of barter criteria, let's help",0.6597,Positif
"Brothers and sisters passed the independent internship, spill do and don't register for the internship, thanks",0.4404,Positif
"sender thesis will take a break from tutoring GPP sender will go home on vacation for a while already coming back for a year, help sender pray for a safe return across the island to meet his family",0.7845,Positif
"if you need respondents, just head of the village, the criteria for simple random sampling, if so, can you explain the sampling",0.0,Netral
"Hello, do you use Microsoft Access, please test open my file, thank you",0.5859,Positif
genks semester break recommend free bootcamp class gtu add nature sm contents cv instead of holiday gabut thengkyu all rep,0.8176,Positif
"just now at the loss of the patriarch of the engineering faculty, gin girl sie, I got a zonk environment, wow",0.3612,Positif
thesis proposal using your margin,0.0,Netral
"I need a respondent for this task, help fill out the form, it doesn't even take minutes",0.4019,Positif
campus holidays guys,0.3818,Positif
info so that ken bundir becomes a student,0.0,Netral
the sender's task is to make an independent paper on the topic of migrating analog systems to digital systems if you make a title,0.0,Netral
thesis cauldron mapping theory guns,0.0,Netral
brothers and sisters mission help,0.4019,Positif
"the inventor of an effective system, until now, there are a lot of differences, sometimes essays, sometimes it's confusing, sometimes it's mixed, it's funny, I'm a student, I'm a student, I give suggestions, thank you",0.765,Positif
"teaching the maximum was tested in the comprehensive lecture course yesterday. The essay was really low. I repeated my style was unstable, cont.",-0.4391,Negatif
"it's complicated, it's difficult for students, so you have to go through a thesis document, at least the month of registration is over, the test schedule is also definitely not routine, like opening the registration for the test schedule, you're shocked cont",-0.4956,Negatif
"There is a mass exam for UAS UAS or not, guys. The requirements for the COMPRE exam are, you know, in the direction I apply the COMPRE exam, I have the procedure, cont.",0.0,Netral
"Guys, students of English pend thesis are taking the dictation method",0.0,Netral
"In the morning, the sender was crying, to be honest, I really thought that way, my dad thought about paying for the sender",0.0516,Positif
"Mentoring during the holidays is ethical, the original sender really struggled to test the script over and over and over again",0.6712,Positif
Invite the task jockey yay or nay sender to take the thesis,0.6124,Positif
really sad school nurse accept,-0.2006,Negatif
"guys, whoever interviewed via dm didn't check the criteria for being active on tiktok following the vmuliana account Vina Muliana apply for a job if you're ready to reply please tap the dm thanks for being responsive",0.8979,Positif
"friends, please help pass the contents of this questionnaire, thank you. I hope the trial exam lecturers are gentle",0.9371,Positif
"Sis, when the thesis session was ready for charity, that's how Muslims are",0.6486,Positif
"guys, the sub-chapter actually uses letters anyway",0.0,Netral
"I took the rank contest, but it turned out that I had to pass, but I withdrew, but the replacement was sad and I failed",-0.8625,Negatif
Monday guys spray help me,0.4019,Positif
Psychology students get assignments on mindfulness theory including aspects of benefits if needed,0.3818,Positif
"Please help fill out the nctzen criteria questionnaire. I've bought Lemonilo NCT Dream, domicile in Purbalingga, dm the link, thanks",0.836,Positif
"Guys, Spearman Brown's formula is different, yeah, Sugiyono's book, Sugini's book includes the KR correct formula",0.296,Positif
"help open the Yogyakarta Poltekkes repository, yia",0.4019,Positif
the sender graduated looking for an intern student from what style do you guys have a cv really sad to get,-0.5256,Negatif
semester semester isnzbakksnsmsowksnkwowo agree,0.3612,Positif
the lecturer behaves wow until it makes me think he actually graduated,0.5859,Positif
"Excuse me, I know information about the East Kalimantan coral reef community organization helping Tia's college assignment",0.3612,Positif
"Friends, do you have any suggestions for making a podcast on the topic of influencers? It's good to discuss how to be honest, senders follow influencers, I'm confused",0.7906,Positif
"sempro tell me what time it feels right when asked to test the correct time, thank you",0.3612,Positif
"I passed the independent internship. If I was a student at the butterfly, I wouldn't be sad, but then the butterfly had to take care of the hospital again",0.725,Positif
"Guys, how do you apply to teaching the student center, passive students, good teaching, giving advice on teaching media, thank you",0.8225,Positif
"I have a fever, save money, wkwk",0.4939,Positif
"If you're sick, you can send the boarding house, then buy the medicine porridge because you can't eat, eh, you can't buy kenzler ice cream, kebab claw krispy, even though it's just a little different, it's bitter, then it's hot, it doesn't work, cont",-0.7037,Negatif
I want to read full google books buy,0.0772,Positif
"the trial looked at the paper on the proposal of the forgotten person, it's like a forgotten theory",-0.0772,Negatif
tia,0.5106,Positif
friends from college campus jabodetabek boyfriend available to help fill in the thesis questionnaire sender please help meee targeted january completed chapter respondent barter cont,0.8689,Positif
try to tag behavior likes like gin,0.6486,Positif
"bro, for campus events, we differentiate between snacks and talk about snacks and that's it",0.0,Netral
huh,0.0,Netral
"guisee, I'm really sorry I asked for yesterday's paper, chapters can join pages, no paper assignments, join pages first, discuss like gin, like yesterday's paper, separate, thanks, cont",0.818,Positif
please take a photo of the definition of youth book material,0.3182,Positif
"sharing the students working on the week's chapter chasing the data analysis target for the week's chapter, just be careful qualitatively, just be careful, just week, thanks",0.7845,Positif
"Kating repeats matkul can practice and then it's easy to laprak, it's not ethical yet",0.0511,Positif
"guysss, be careful with female respondents, sampling technique, random sampling, purposive sampling, thank you in advance",0.4767,Positif
"the contents of the mental health questionnaire, the criteria for upper age, need more respondents, really, reply dm barter, thank you",0.3612,Positif
Where do you teach basic internet econometrics?,0.0,Netral
"the package is subject to graduation, yes, steps",0.4019,Positif
"ready sis ahead of the spray, mix it up, sis, it just runs out of spray, like the lecturer of the pem test, gausa thanku",0.6124,Positif
face script,0.0,Netral
"Sis, asked Excel to print",0.4588,Positif
"Mintol friends fulfill the criteria for the contents of the thesis questionnaire, the respondents hope it's good, thanks for the link in the comments",0.9287,Positif
"it's not like it's a brake, brother and sister, you're studying online, but it's like you have to interact with residents, please be sure to take the semester, right?",0.8222,Positif
"I'm comfortable, I've thought well, what's wrong with complaining, ma'am, the boarding house is like that, sorry it's annoying",-0.0,Netral
"tw, it's dirty, guys, permission to tell me that my boarding room is in front, like gin, I've thrown my hair there, I've already swept the room's yard, like gin cont",0.2732,Positif
"in the final trial it was really my fault that I made fun of my mentor's child just like that, why did I mention that I was weak",-0.0202,Negatif
"friends who use skincare help fill in the questionnaire from respondents with the criteria for skincare products, please help the rep, dm tia",0.9201,Positif
I'm really tired of the organization at the event when I really come home when I fall down,-0.4927,Negatif
"excuse me for being careful using the literature study, the language of love is made into a sub-chapter, really, thank you",0.8357,Positif
"how to deal with circle friends, it's cool to just play, the task group discussion takes effort",0.7783,Positif
"how come the right space is so big, the margins have been repaired, the document has been destroyed, the former lecturer's comments, how do you solve it?",-0.34,Negatif
"Guys, recommendations for news media editors are easy to pass where to send news",0.4404,Positif
notice sender pls I'm confused,-0.25,Negatif
"Dospem sees the method differently, how can the position be correct or not, using the method, select the wrong position, follow the dospem cont",-0.4767,Negatif
real english word gmn sih maksud guys help meee thank you,0.6369,Positif
"You can't get semesters, you don't have any remaining undergraduate thesis subjects, if it's better to be full time part time so that the thesis can still be pursued",0.4404,Positif
really really down,0.0,Netral
"Guys, I prefer to do personal group assignments before the sender is confused, there is no response from the sender group, how can I give it to you",-0.5423,Negatif
"Grammarly Premium, no, please check, perfect, grammar fee, GPP",0.7184,Positif
naturally spread sponsorship proposals actively reply,0.3182,Positif
mendeley ku gin local journal foreign language gin,0.0,Netral
"excuse me for uploading research mass media, tell me the name of the mass media, thanks",0.4939,Positif
"buy a work table so it won't fall over, but it's small, short, you know, how can you do it, how can you take a photo of the olshop, you can see the big kid help me guys",0.5499,Positif
"guys, help fill out the questionnaire arrogant heart, click yes, thank you, many respondents according to the criteria, it's okay, the task of training is thorough, taro rep, yes, the link, thank you",0.9325,Positif
"hello, sorry, the pass is according to the style, please rep, I need a resource person",0.25,Positif
Do you know where it's wrong to actually remove after space in if there's a space there's a gap like that in the word but also if there's a space it looks like that just look at the gap,0.4497,Positif
"I finished the test and checked it. I told the meeting to compile the revised chapter. I finished the test and it's been a month. BTW, my thesis is anti kl. Can I share the magic light?",-0.0258,Negatif
"Hello, passed the file selection, asked for a test source, thank you",0.3612,Positif
"ges you know the literature, the criteria for accuracy, the classification model, an example like the picture, but thx for accuracy",0.6124,Positif
"there is a healthy scholar of the community, thank you for the thesis session ppt, thank you",0.7717,Positif
"write et all correctly, how about an example, thanks",0.4404,Positif
"usk students took the smstr smstr, thank you",0.3612,Positif
"The chapter on the thesis for coronary heart disease has added a page to discuss, it's confusing to reduce it",0.5106,Positif
"North Sumatra University college mission, please access the tenkyuu file",0.3182,Positif
brothers and sisters apprentice merdeka tanihub can't sis thanks gt lt,-0.4973,Negatif
easy scripting,0.4404,Positif
"Suggestions to give me a gift as a keepsake, dospem mukena, a friend's laptop bag, thank you",0.6597,Positif
the house is broken go home which semester holiday is the house home,-0.1027,Negatif
Where is Saran?,0.0,Netral
Hoi temen temen suka nugus pakke canwae bagibagi link join team kanwa adu premium punya freee no amap join aja rapapp,-0.2235,Negatif
Need to be aware of KLP members no resp,-0.296,Negatif
"Joining the Merdeka internship must have an account from now on, thank you",0.3612,Positif
How about the auto-delete point but Google Docs knows that I've searched for YouTube but it's not there,0.0,Netral
"guys, the selection stage for the online test is that the test simulation is appropriate if it doesn't work at night, thanks",0.4404,Positif
permission from friends chapter data source statistical data bps spss ss web thank you,0.6808,Positif
I'm sad at the same time as my high school friends but you rarely invite me hehe shut up instead I'm angry,-0.7283,Negatif
"If you choose a laptop with an FHD VIP screen, prefer the base plus minus how about that, guys",0.6166,Positif
gaes connect linked in yukkk dm,0.0,Netral
"The cost of replacing the laptop LCD, yes, my laptop knows that the LCD is broken, that line",-0.1027,Negatif
"if you're on holiday, contact the guiding lecturer, wait for the Tararengkyu semester",0.4019,Positif
make ppt ready to spray,0.3612,Positif
"hola, using tiktok, join the recommended account for culinary tourism spots, if yes, reply, please help the sender fill out the thesis questionnaire, we need respondents, xixi, thank you",0.9042,Positif
"it's really sad to refuse the teacher's room, suggest that the worth it program be followed when I'm in college, thanks",-0.2632,Negatif
up year,0.0,Netral
"guys, live in sleman, meaning sleman culture, ready for my assignment, comment, tap dm, thank you, brother",0.6124,Positif
"Siblings for healthy tips on sociospheric material, just google it a little bit",0.4019,Positif
"guys, like msib, the difference is that the intention is to hang up the independent campus web business, give spjtmmsib according to the company's request",0.3612,Positif
"brochure for pharmacist Pancasila students, makas",0.0,Netral
Global warming speeches are suitable for events where the campus is at the village hall,0.1531,Positif
guysss paragraph sm paraphrase can't paraphrase quote tia,-0.4023,Negatif
healthy,0.4019,Positif
"Friends, there is a house in Meru, Ranch, you know, Meru, Meru, Reply, I need volcanic ash, I need a sample assignment, thank you cont",0.6808,Positif
boarding house kids effective tips to get rid of mosquitoes,0.4767,Positif
ready to fill in the questionnaire criteria for using tiktok instagram women aged domicile Java balance shopeepay ovo gopay for respondents okay barter for the contents of the questionnaire,0.5267,Positif
"when the data is valid, it can't add respondents, how to solve it, delete the variable, what if it's like that, how do you test the steps",0.5106,Positif
"Guys, the sender can't turn off the laptop, the cursor can't click like that, but the cursor still runs, just can't click",-0.1419,Negatif
"students who are members of PPK milu, how about working outside the city, what about college",0.0,Netral
Questionnaire for the academic community. One of the lecturers asked how confused,-0.3182,Negatif
advice guys thanks,0.4404,Positif
"Guys, the psychology student at the interview doesn't give gifts to students, but they don't want to give snacks, the students are afraid it's expensive, if people are nice, they have to give food together.",0.5215,Positif
"I want graduation banner design services, really, what do you think, are they already overrated?",0.0772,Positif
"Guys, senders, the first week of the city college year, please give a tutorial when you arrive at the airport, how about a PSWT bomb?",-0.2263,Negatif
"sender uses Indonesian language, but the design office is a little bit good, sorry sender understands laptops, thanks",0.8035,Positif
"Examine the anti-journal acu, the effect of the right effect, make it careful, take the variable effect when it is calculated, the effect is like that, it's natural",0.6808,Positif
"Hi, LG office is open for an internship program, offline internship, paid internship for college, fresh graduates apply",0.2023,Positif
met malming don't forget the thesis,0.1695,Positif
sad already pw presus holiday,-0.1027,Negatif
Volunteer's schedule for college disturbs volunteers hit schedule for campus,-0.4404,Negatif
weekly data processing,0.0,Netral
"guys, if you use the SPSS step reliability formula, all the formulas are different, the formulas are different steps",0.0,Netral
"Sis, if the essay is a sub-chapter, first discuss the content of the essay sub-chapter",0.0,Netral
"I'm asking about Msib, please, the Msib apprenticeship program for the Mice Industry, thank you",0.5859,Positif
rep dm link thanks,0.4404,Positif
conducting an assignment survey to appoint dangdut music for young people of viewing age to appoint dangdut music offline online please fill out the survey cont,0.2023,Positif
made a graph like this in excel using a design looking for tutorials found this thanks,0.8349,Positif
"Merdek Campus has already converted an apprenticeship but if you are an apprentice, you can change it. Applying for an internship requires a letter from the campus, thanks for the info, brothers and sisters",0.5927,Positif
"A friend from the USU campus, my friend, please help download the journal repository. Reply, if you're ready, dm",0.9169,Positif
"hi guys, please help fill out the questionnaire for the test, the requirements are easy, how come the farm house in lembang, rep, dm, forgot to open dm, thanks",0.8689,Positif
"If it's like that, the numbering indentation has to line up with the paragraph indentation",0.3612,Positif
"guys, if you are looking for a mentor for the daily competition, you will get it, thanks",0.4404,Positif
"if it's late at night, we watch football until it's snap wa point dot",0.0,Netral
when did nobar pildun dsen guide the task of canceling student assistance because belio watched football fortunately pildun last night wkwk my dsen assisted thesis cont,0.0,Netral
"Where is the enthusiasm for writing thesis, sender is really excited, you know you're sad",0.3597,Positif
asked the residents of UPI if the feb session graduation wave is the maximum,0.0,Netral
Friends of Kaka Kaka's psychology major involved researching teenage children with prosocial behavior,0.4767,Positif
"It's been a month since the ukm event was really excited and it wasn't good and it was like that, but it doesn't sound good but it's like trying it if you use a gas permit, thank you",0.6468,Positif
no help week,-0.3089,Negatif
"hello there is a psychology student explaining how counseling administration is like, thanks",0.6597,Positif
"Guys, the ovt is already, but I'm afraid I can't graduate, I'm afraid I won't be able to pass huhuhuhuhu, I'm excited for the semester above, I hope you graduate quickly",0.7876,Positif
"Guys, my laptop cursor can't run, how can I click on files, etc. How do I know the revision sender",0.0,Netral
please suggest a new Python Java Basic textbook,0.3182,Positif
semester fun subject guys,0.5106,Positif
"Hy, you know, the game motion element vid uses the campus Acra apk, thanks",0.4404,Positif
Do you know how to get rid of the word lecturer's comments?,0.0,Netral
"Look at the graduation kebaya, guys",0.0,Netral
gusy mutualan igeh college study yuk sender old semester dare scholarship to be igeh college nnti follow back avaku gmbr donut,0.0,Netral
ahahahaha semester can trial,0.0,Netral
"please give it a light, guys, be careful about the communication science study program like how to guide when asked about communication, I think the sender has applied for a science problem",0.4019,Positif
asked students looking for pasu part time,0.0,Netral
"Guys, the questionnaire items are valid if they are intended",0.0,Netral
"Indeed, the thesis supports the elderly, the situation of wanting a lecturer to revise a friend to go forward with the lecturer, thinks that friends are very data competitive",0.8683,Positif
"hi, tutorial for making a list of pictures, a list of tables, quickly & neatly",0.34,Positif
"the sender's laptop was broken, the sender was working on his thesis using the campus computer until late in the afternoon downloading the sender's thesis reference journal, the page was hopeless, really graduating the semester",-0.7269,Negatif
"The chapter is asked for a test, bro",0.0,Netral
"if you are told to choose, prefer asdos, aslab, the reason",0.0,Netral
tight task uas,0.0,Netral
"Guys, the campus is holding a documentary competition, registering for free prizes, totaling up to a million, let's register, register until December, wait",0.743,Positif
"Hi, permission to update, I need to look at all my friends, thanks for the responsive suggestions",0.8176,Positif
work out the proposal,0.0,Netral
"Hello, my study program is holding a drama, tbjt, come on, let's watch, rb tickets, if it's free to join the give away, check Instagram, Kendil.",0.6705,Positif
Hello anak univ atma jaya yogya,0.0,Netral
report no plagiarism,-0.296,Negatif
"If you report, what is the context of reporting on the subject group project but my group reports it dies during the presentation the lecturer says it's good to report, the group is already in the cont group",0.5927,Positif
help fill in the task questionnaire no need to fill in the task criteria if rep tar drop the link thanks,0.3182,Positif
"It's really sad that just now, my mother asked me to graduate or not to finish my thesis. I feel that failing a child makes me feel old",-0.7713,Negatif
goodbye original adobe & google drive tb has passed fate like the software is deactivated,0.5859,Positif
my ip went down badly tired like telling my parents my dream was really hopeless sem ip went down free matkul repeat tired,-0.659,Negatif
"my friend made ppt, the design is good, doesn't summarize the article, afafa gahsjs really afraid to be considered smart",0.8316,Positif
"according to the rep criteria, thank you",0.3612,Positif
cape cape nanyeaqaas bhwakhashaha who said hi wakaklmakajakska,0.0,Netral
"Sis, I told you to make a meta for the matrix matrix strategy method. You see, Google looks like a table, but you understand",0.1901,Positif
physically but my friend doesn't need to get involved to see how it turns out,0.6486,Positif
my boarding house is accompanying the residents' houses.,0.0,Netral
read him,0.0,Netral
"it's really sad that the sender's thesis is stuck, the background chapter of the sender's lecturer likes to revise it, even though I haven't read the draft chapter yet, it's like guiding me to teach using ppt, the draft is read when a cb friend gives me a look at the background using a hardcopy cont file",0.4779,Positif
"it's better to board the boarding house with roommates to share nature, sis",0.6249,Positif
"sending a proposal at the business hrd email, the maximum email will be replied in a week, it's been a good week, the email is waiting",0.4404,Positif
pgpaud teacher kindergarten anyway school,0.0,Netral
sample industrial visit proposal see thank,0.3612,Positif
"Carefully take the topic of shopping basket analysis, how about collecting data?",0.128,Positif
"Guys, the turnitin check service is legal, sis",0.128,Positif
I'm afraid to repeat how to think about it,0.0,Netral
sender maba ovt regarding the GPA of colle gas maba residents got lower IP huhu sorry sender sender really scared,-0.6901,Negatif
"hii, spill the playlist reliably, if you have a headache, do the test, please",0.3182,Positif
"Guys, pull up the broadcast podcast, really join this webinar, a certificate of knowledge about the benefits of opening it",0.624,Positif
manip questionnaire data so that the items are valid,0.0,Netral
"If you take part in a campus cooperative, yay or nay, if you take part, you have to pay to save the principal, that's the result",0.7351,Positif
min and mal lim ma you take,0.0,Netral
"it's cool to work on a dead laptop, remember it's dead, the battery doesn't work",-0.8074,Negatif
sender burnout thesis story sender doesn't want to be sick,-0.5457,Negatif
Matkul's economic child is decent for business. Ask dm,0.0,Netral
certificate gift and fortunately see you,0.4404,Positif
special webinar will be held on th of december and it free we ll talk about women in power then and now with the honorable elisabeth dewi ph from parahyangan university link registrasi poster guys ayo daftar cont,0.8591,Positif
"You know, so that the corner marks are normal, they don't look, they don't slide",0.0,Netral
ui student psychologist rsui,0.0,Netral
"Help advise for my date, note down the meeting material, note down the latsol material, finish writing down, better latsol math skills, already understand the material",0.6808,Positif
"buy the distro product, the respondent tries the instrument, the respondent mentions thank you",0.3612,Positif
I asked if spss is open,0.0,Netral
tired guys Saturday full class rpp junior high school postes with lecturers,-0.4404,Negatif
I refuse to stay at the hostel please huhu ken,0.0258,Positif
"If you're in college, it's okay to register for the Samsek committee",0.2263,Positif
man,0.0,Netral
"this is the title of the sender of the previous revision, we had to change it to add a footnote, already acc, no, I thought when I handed over the revision, I'd like to submit a title, I'm afraid to refuse the picture as a cont",0.0772,Positif
"freshmen on semester break intending to use bootcamp, so it's better to take toefl excel btw a healthy move",0.835,Positif
"pp college students alias returning to and from motorbikes during holidays like ordering motorbikes to be washed or not, the sender, yes, it's really Sunday being scolded by grgr, dirty motorbikes, holidays from college",0.3699,Positif
"guys, if you delete it, delete it",0.0,Netral
npf uses report money,0.0,Netral
guys ask please thank you,0.5859,Positif
"I'm just venting about being in college, feeling productive when I'm sick, already in the semester, I don't feel like what",-0.6007,Negatif
filling out basic English teaching holidays is bale of books worth it or not,0.5423,Positif
"sorry guys, give specific info, it's easy to check for typo and then citations, too, it's easy to be afraid of being saved, too, but it's neat, neat like numbers, sms, word table of contents, but honestly, help cont",0.9734,Positif
my mission is Tribhuwana Tunggadewi University student please thank you,0.5859,Positif
table of content for proposal optional properties delete gaa tia,0.5106,Positif
"Guys, the suggestion is to chat with the head of study program, how to be really afraid to chat with my head of study program",0.0,Netral
"Guys, help fill out the questionnaire because it's lacking, guys, I'll reply to the link, thanks",0.6808,Positif
old Makassar friends interviews don't need a thesis,0.4767,Positif
"drop funfact, let's do the move now, let's sender have the chance to apply meteorology so that it can be used, then if it's about the weather, you can tell your parents first",-0.0258,Negatif
friends help fill out the final assignment questionnaire criteria for students uns age if rep like dm barter really thank you,0.8777,Positif
menmen help fill out the questionnaire requirements for the age group just need it huhu thanks,0.6808,Positif
guys thesis motto donggg thx,0.3612,Positif
"sender, a university student, opens a semester education course because sender registers for an even semester, sender is bored, the sender's decision to take teaching doesn't matter if resigning from school is good, moving to continuing, cont",0.3382,Positif
"Guys, I'm sorry, I really don't know how to fill out the email questionnaire",-0.0772,Negatif
"ready to fill in the questionnaire, carefully examine the criteria for using skintific rep products, DM tia",0.743,Positif
how guys help,0.4019,Positif
friends are ready to help fill out the criteria questionnaire using tiktok follow the dearmebeauty account please reply thankyou,0.8625,Positif
"Brothers and sisters, asking for UAS material, work on semester material, UTS material, if the campus is different, brother, hi Unri Kuta, UAS, no, thank you",0.3612,Positif
"confide in the exam schedule, when the exam is over, when will the lecturer test be afraid to test offline, I have ordered a ticket, I pray that I can test online",0.2023,Positif
"please reply if you meet the criteria, thank you",0.5859,Positif
"I'm asking, because bro, if you save the semester material, don't you",0.4939,Positif
guys website app translate page gt,0.2732,Positif
I need advice on adding to college I don't have friends because joining an organization is hard to have strong relationships thanks,0.5017,Positif
tutorial tips for making a thesis outline while the supervisor is afraid to be asked about the title of the thesis yet,0.0,Netral
"Thank you very much, the developer for making a web app, I swear it really helped to make the thesis concept framework complicated to make words",0.3182,Positif
"Excuse me guys, Unsri children, please download the repository or not",0.3818,Positif
"Examine the quantitative thesis, take my dosbing sample, what's wrong with census sampling, but at least the respondent is confused",-0.6124,Negatif
dwnload repository ubb gais,0.0,Netral
actually the gas yields good testament,0.4404,Positif
Find out which month's internship,0.0,Netral
like the task yt if you rep like dm you can barter thank you,0.7579,Positif
"If dafpus title is short, short, capital, no, thank you",0.3612,Positif
"Sis, if you make a journal literature reference article, read what qualitative research method, thanks for helping answer",0.6249,Positif
share wifi in class,0.296,Positif
sender lg bought a laptop dizzy understanding the world of laptops please help or asus lenovo thanks,0.7184,Positif
"Hello, Kenan sender trading business accounting sender new students teach me to understand tengkyuu",0.0,Netral
get a free calendar,0.5106,Positif
"familiar so that it's profitable to be honest, this is the position",0.7553,Positif
"The story is that a male classmate in the chat was close to discussing assignments, joking together, but when I was really good at chatting, yesterday I thought asking, actually, the class rarely really chatted, then answered branding, so I can see the cont.",0.6946,Positif
"the assignment is done by matkul, btw, it's normal, guys, it's exaggerated",-0.1027,Negatif
"It's normal for the lecturer to give individual cauldron proposal assignments, be careful, simple, give groups when it's tight.",0.1531,Positif
book page mate,0.0,Netral
"Unej's son asked if downloading the repository thesis was waiting for an email, it couldn't directly download view",0.0,Netral
College residents freelance spill freelance get info,0.5267,Positif
did the script take it up,0.0,Netral
"what about the sender, let me scold, I'm really scared",-0.7089,Negatif
"know the university is opening a psychology professional master's program in Indonesia, thank you",0.3612,Positif
"Are you ready to test chewing gum, is it really focused?",0.659,Positif
"oh my god, the proposal test was written wrong where I was originally gdocs, it's easy for my thesis huhu",0.2263,Positif
"I've been sick for weeks, the doctor has recovered, huhu, Monday, please pray for a speedy recovery, guys, I'm afraid, thank you",0.4215,Positif
I was confused at the thesis session for the chapter on preparing Samsek pictures because the trial was always onsite to watch for fear of letting the mentoring down,-0.6705,Negatif
"Do you know why the ppt cellphone after moving the notebook is messy, the cellphone is tidy, the lecturer's laptop is a solution, sis please",0.2732,Positif
"If you buy campus snacks, you like to get used packets of campus materials, wow",0.743,Positif
replies thank you,0.3612,Positif
"sender semester apprentice apply for producer of radio program, so sender is afraid of being wrong.",-0.4767,Negatif
"Guys, Spearman Brown's formula is different, yeah, Sugiyono's book, Sugini's book includes the KR correct formula",0.296,Positif
if you make a model table like what if you make a bad word column,-0.25,Negatif
"aka independent, etc. But I think the value is far away.",0.4767,Positif
"Sometimes I'm jealous of my foster friends, close to lecturers, invite campus events, webinar, lecturers, internship projects, campus language centers, maybe offered by lecturers, meanwhile, dinotice internship lecturers are looking for cont.",0.1779,Positif
"The organization has invited the head of the field to join, be honest, how about that?",0.6705,Positif
the teaching type repeats the lecturer's material,0.0,Netral
hello ad balikpapan please fill in the questionnaire thanks,0.6369,Positif
"pls with the chairman, like organizational events, too, choose tuples for organizational events, choose to be honest, be honest",0.8555,Positif
"Brothers and sisters, what about the professional psychologist master program?",0.0,Netral
I'm so confused,-0.3804,Negatif
"if the circle likes to act, stay haha ​​hihi, it doesn't really touch the enemy, it's a joke, it's a busy moment when there are two, the tension makes it comfortable cont",0.6412,Positif
"guys, let's help thoroughly, the lecturer guarantees it's easy to make it complicated",0.6808,Positif
"If the base template division is correct, thanks, I'm a newbie hihi",0.4404,Positif
"I hope the semester ip will increase, aaamiin",0.6369,Positif
"If graduation comes, how cool is it that friends come",0.6597,Positif
"Guys, if you invite an order as a resource person, there's a fee, just give them exactly how many they said, it's clear in the beginning",0.4939,Positif
the sender registers for an apprenticeship but I want the website to be maintenance again,0.1154,Positif
tends to be quiet but likes to be heard by the division committee,0.5719,Positif
asked basic statistics,0.0,Netral
"My suggestion is that going to work already interferes with studying because the hectic work really drains the brain, so if you do assignments, you're stuck thinking about doing it",-0.25,Negatif
"Guide the lecturer's house in the afternoon or not, thank you",-0.2755,Negatif
"Doing the normal ANOVA test, the data for the variable is entered, there is a brother who is ready to send the DM, thank you",0.6124,Positif
"how to get around dapus yesterday, reported in the comments, the lecturer asked the dapus, just quoted Dr. I was confused about adding it",-0.3182,Negatif
there buy product visit Chuseyo coffee dian fill out tia's questionnaire,0.0,Netral
"Guys, punten, asking for the structure for the paper, write the contents, thank you",0.3612,Positif
"the bottom line is confused, it's split, brother, thank you for your help",0.4404,Positif
"sorry to disturb usm students, ready to ask, please, download the usm tia journal repository",0.6249,Positif
